,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,E
1906,0.6,0.0,0.11,0.16,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,83.0
1907,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,71.0
1908,0.6564656465646564,0.029002900290029,0.1586158615861586,0.0154015401540154,0.0409040904090408,0.0,0.0,0.0,0.0,0.0,0.0302030203020302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687068706870687,0.0,72.69999694824219
1909,0.4413999999999999,0.0472999999999999,0.0262999999999999,0.2297999999999999,0.2283999999999999,0.0,0.0,0.0267999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4000015258789
1910,0.542,0.034,0.181,0.181,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,91.0
1911,0.0,0.636,0.091,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
1912,0.3,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.05,0.0,0.0,109.0
1913,0.0,0.3667,0.0,0.0,0.05,0.0,0.0,0.1833,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.59999847412109
1914,0.6374000000000001,0.0,0.1336999999999999,0.0308,0.0,0.0,0.0148,0.1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,70.89999999999998
1915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99
1916,0.6172000000000001,0.0179,0.0488,0.0232,0.0111,0.0,0.1249,0.0402,0.0132,0.0115,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0151,0.0132,0.0,89.0
1917,0.5405,0.2703,0.0,0.0,0.0,0.0,0.0,0.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.50000000000001
1918,0.7132,0.0099,0.1182,0.0258,0.0729,0.0452,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
1919,0.1101,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.80000305175781
1920,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.700000762939446
1921,0.6391,0.0093,0.1277,0.0484,0.0,0.0,0.0,0.1732999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1922,0.6373,0.0,0.1293,0.01,0.0,0.0,0.0,0.1682999999999999,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,68.80000305175781
1923,0.65,0.03,0.135,0.111,0.02,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
1924,0.64,0.0,0.06,0.03,0.135,0.0,0.015,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,87.5999984741211
1925,0.6567000000000001,0.0,0.0759,0.0874,0.009,0.0049,0.0,0.1503,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.69999694824219
1926,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7
1927,0.625,0.0,0.07,0.085,0.04,0.01,0.0,0.025,0.055,0.0,0.05,0.0,0.0,0.0,0.01,0.015,0.0,0.015,0.0,0.0,82.0999984741211
1928,0.8127000000000001,0.1349,0.0123,0.0,0.0,0.0,0.0,0.0303,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.00000000000001
1929,0.6667000000000001,0.0444,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.80000305175781
1930,0.8250000000000001,0.1068,0.0182,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
1931,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,41.29999923706055
1933,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.06,0.0,0.0,80.69999694824219
1934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38999999999997
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,46.00000000000001
1936,0.6738595684258945,0.0471971681699098,0.1334919904805711,0.0049997000179989,0.1218926864388136,0.0100993940363578,0.0,0.0,0.0,0.0,0.0057996520208787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.99999999999999
1937,0.6681133622672454,0.1026020520410408,0.0973019460389208,0.00490009800196,0.0943018860377207,0.0,0.0,0.0,0.0,0.0,0.0319006380127602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
1938,0.5622,0.0915,0.1313,0.1581,0.0567999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.69000000000001
1939,0.58,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,87.0999984741211
1940,0.0,0.857,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
1941,0.6711,0.0221,0.0992,0.13,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.00000000000001
1942,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.00000000000001
1943,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0999984741211
1944,0.6201,0.0,0.1139,0.1507,0.0794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,99.5
1945,0.6048,0.0,0.1006,0.0,0.0,0.0,0.0,0.1009,0.0972,0.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97
1946,0.6559999999999999,0.0,0.1077999999999999,0.0641,0.0,0.0,0.0,0.1356,0.0206,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53999999999999
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8240000000000001,0.0,0.0,0.0,57.89
1948,0.4194,0.1231,0.1742,0.0721,0.0,0.0,0.0,0.1461,0.0651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.00000000000003
1949,0.0,0.1962,0.0501,0.0,0.1491,0.0,0.0,0.1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5045000000000001,0.0,71.5
1950,0.6321367863213677,0.0294970502949705,0.093990600939906,0.0339966003399659,0.0,0.0,0.0,0.0772922707729227,0.1307869213078691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
1951,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.80000305175781
1952,0.6668999999999999,0.0288,0.1291,0.0795,0.0619,0.0260999999999999,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
1953,0.7389,0.0,0.0867,0.0,0.0,0.0,0.0438,0.0433,0.0868999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
1954,0.6328999999999999,0.0295,0.1074999999999999,0.0339999999999999,0.0,0.0,0.0,0.0774,0.1163999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,45.20000076293945
1956,0.3999,0.0,0.0,0.0,0.0749999999999999,0.1500999999999999,0.0,0.0,0.0,0.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.2999999999999999,0.0,0.0,0.0,0.0,98.0
1957,0.7273272672732727,0.1093890610938906,0.0,0.0,0.0,0.0,0.0,0.0,0.1300869913008699,0.0,0.0,0.0,0.0,0.0,0.0,0.0331966803319668,0.0,0.0,0.0,0.0,71.30000305175781
1958,0.654,0.0046999999999999,0.1152,0.0472,0.0116999999999999,0.0,0.0,0.1301999999999999,0.0348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
1959,0.6649999999999999,0.064,0.1269999999999999,0.016,0.072,0.044,0.0,0.0,0.0,0.0,0.0119999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4000015258789
1960,0.4147,0.0,0.1011,0.0,0.242,0.0,0.0,0.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233999999999999,0.0,80.69999694824219
1961,0.642,0.006,0.145,0.083,0.06,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5999984741211
1962,0.8790000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03999999999999
1963,0.6196380361963804,0.0,0.0500949905009499,0.0,0.02999700029997,0.0,0.0497950204979502,0.1303869613038696,0.1001899810018998,0.0198980101989801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
1964,0.675,0.0,0.025,0.135,0.015,0.0,0.0,0.144,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.00000000000001
1965,0.6931,0.0,0.0,0.0,0.0802,0.0,0.0221,0.0802,0.0351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.0,0.0,88.3
1966,0.6,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
1967,0.4669,0.1333,0.1613,0.0611,0.0,0.0,0.0,0.1333,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20000000000002
1968,0.721,0.0,0.0,0.0,0.1244,0.0,0.0,0.1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
1969,0.6381,0.2207,0.069,0.016,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.00000000000001
1970,0.56,0.2,0.08,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0999984741211
1971,0.6998000000000001,0.135,0.015,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
1972,0.64,0.0,0.1,0.092,0.0,0.0,0.048,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9000015258789
1973,0.68,0.0,0.1,0.14,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.90000000000002
1974,0.53,0.0,0.06,0.14,0.09,0.0,0.04,0.0,0.0,0.08,0.02,0.0,0.0,0.0279999999999999,0.0,0.0,0.0,0.012,0.0,0.0,105.0
1975,0.0,0.769,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.00000000000001
1976,0.7692,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.09
1977,0.5914,0.1810999999999999,0.0,0.0,0.0,0.0,0.1005,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,92.90000152587888
1978,0.0,0.66,0.05,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.6
1979,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.92
1980,0.7396999999999999,0.0,0.0569999999999999,0.0598,0.0,0.0,0.0351999999999999,0.0717999999999999,0.0353999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1981,0.7984,0.0,0.0498,0.0,0.0,0.0,0.0377,0.0748,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
1982,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,68.19999694824219
1983,0.356,0.125,0.025,0.0,0.0,0.184,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,80.0
1984,0.25,0.1502,0.1205,0.1194,0.0,0.0,0.1194,0.0,0.0,0.1203,0.0,0.0,0.0,0.1202,0.0,0.0,0.0,0.0,0.0,0.0,108.0
1985,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6999969482422
1986,0.6829999999999999,0.102,0.034,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,68.5
1987,0.64,0.08,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12
1988,0.7498999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5
1989,0.5415,0.0,0.1515,0.0,0.0,0.0,0.0,0.0530999999999999,0.0535,0.1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9
1990,0.52,0.12,0.15,0.05,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3000030517578
1991,0.5845,0.0,0.1188,0.2103,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.59999999999998
1992,0.6478,0.0294,0.1346,0.1114,0.02,0.0,0.0,0.0,0.0,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,82.0
1994,0.5,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
1995,0.6619676064787042,0.0,0.1532693461307738,0.0118976204759048,0.0,0.0,0.0798840231953609,0.0065986802639472,0.0,0.0142971405718856,0.0,0.0,0.0,0.0,0.0,0.0247950409918016,0.0,0.0093981203759248,0.0350929814037192,0.0,79.30000305175781
1996,0.7383261673832616,0.01999800019998,0.056994300569943,0.0203979602039796,0.0,0.0,0.035996400359964,0.0713928607139286,0.0355964403559644,0.0201979802019798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
1997,0.27,0.2699,0.03,0.0,0.0,0.1,0.2601,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7
1998,0.66,0.0,0.075,0.065,0.035,0.0,0.03,0.035,0.0579999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.022,0.0,0.0,81.69999694824219
1999,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2000,0.5006001200240048,0.0,0.03000600120024,0.03000600120024,0.0831166233246649,0.028005601120224,0.0951190238047609,0.140128025605121,0.04500900180036,0.0,0.048009601920384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19999694824219
2001,0.5050303018181092,0.1128067684061043,0.1051063063783827,0.1360081604896293,0.0444026641598496,0.0,0.0626037562253735,0.0,0.0,0.0153009180550833,0.0060003600216012,0.0,0.0,0.0,0.0,0.0,0.0,0.0121007260435626,0.0,0.0,90.0
2002,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4
2003,0.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
2004,0.385,0.0,0.0,0.0,0.05,0.04,0.04,0.185,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,90.00000000000001
2005,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2
2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.30000305175781
2007,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
2008,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.35
2009,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9000015258789
2010,0.6355364463553644,0.1050894910508949,0.0374962503749625,0.0,0.0,0.0,0.0,0.18998100189981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318968103189681,0.0,0.0,0.0,0.0,83.30000305175781
2011,0.71,0.0,0.01,0.06,0.08,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
2012,0.6004,0.0088,0.1095,0.1522,0.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
2013,0.5874,0.0,0.0,0.0,0.1807,0.0,0.0,0.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963,0.0,0.0,0.0,0.0,85.0999984741211
2014,0.59,0.0,0.08,0.14,0.02,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,107.0
2015,0.0,0.0,0.0,0.0,0.0,0.0498,0.302,0.0,0.1989999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,0.0,45.0
2016,0.61,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,109.0
2017,0.84,0.0,0.03,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2018,0.6972302769723029,0.1498850114988501,0.0998900109989001,0.04999500049995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2019,0.2171999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6523,0.0,0.0,0.0,62.59999847412108
2020,0.6192,0.1068999999999999,0.1060999999999999,0.0167999999999999,0.0964999999999999,0.0,0.0,0.0,0.0,0.0,0.0521999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
2021,0.5750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,84.75
2022,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2023,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9
2024,0.5455000000000001,0.0702,0.1616,0.0216,0.057,0.0,0.0,0.0,0.0,0.0,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1019,0.0,66.0
2025,0.5,0.0,0.045,0.155,0.09,0.0,0.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
2026,0.58,0.0,0.15,0.06,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,92.2
2027,0.64,0.0,0.073,0.064,0.0,0.0,0.0,0.039,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.048,0.0,0.016,0.0,0.0,85.0
2028,0.7011,0.0,0.0,0.0556,0.1063,0.0,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
2029,0.7367,0.0566,0.0297,0.0,0.0601,0.0,0.0,0.1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7
2030,0.64,0.02,0.12,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5
2031,0.7290000000000001,0.0,0.0,0.0,0.076,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5999984741211
2032,0.6465000000000001,0.0,0.0404,0.0404,0.0504999999999999,0.0,0.0,0.0808,0.0605999999999999,0.0,0.0,0.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5
2033,0.0,0.0,0.08,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,71.0
2034,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,50.35988235473633
2035,0.6153384661533846,0.0180981901809819,0.0494950504949505,0.0234976502349765,0.0112988701129886,0.0,0.1055894410558944,0.0610938906109389,0.0133986601339866,0.0115988401159884,0.0,0.0,0.0,0.0,0.0,0.0552944705529447,0.0,0.0204979502049795,0.0132986701329867,0.0,90.8000030517578
2036,0.6839000000000001,0.2277,0.0311,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.00000000000001
2037,0.6434000000000001,0.0046,0.1194,0.0464,0.0,0.0,0.0216,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,74.0
2038,0.7395999999999999,0.0,0.0,0.0,0.1,0.0,0.0,0.1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8
2039,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6
2040,0.65,0.0,0.062,0.061,0.0,0.0,0.062,0.011,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.031,0.0,0.003,0.0,0.0,89.0
2041,0.6587000000000001,0.1038,0.0185,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.0,81.80000305175781
2042,0.0,0.7385738573857386,0.0617061706170617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739173917391739,0.0,0.0,0.0258025802580258,0.0,0.0,0.0,0.0,0.0,68.0
2043,0.4507,0.0864,0.0442,0.0,0.0,0.0936999999999999,0.0,0.0,0.0,0.1834,0.0,0.0,0.0,0.0,0.1416,0.0,0.0,0.0,0.0,0.0,92.0
2044,0.2,0.44,0.16,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.00000000000001
2045,0.6360000000000001,0.091,0.091,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.80000305175783
2046,0.549054905490549,0.0,0.2165216521652165,0.0096009600960096,0.0909090909090909,0.0,0.1339133913391339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9000015258789
2047,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.59999847412109
2048,0.0,0.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2
2049,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5
